Dates,ABN NA Equity,ACA FP Equity,AIBG ID Equity,AZA SS Equity,BAMI IM Equity,BARC LN Equity,BBVA SQ Equity,BCP PL Equity,BCVN SE Equity,BG AV Equity,BGN IM Equity,BIRG ID Equity,BKT SQ Equity,BMPS IM Equity,BNP FP Equity,BPE IM Equity,BPSO IM Equity,CABK SQ Equity,CBK GY Equity,CMBN SE Equity,DANSKE DC Equity,DBK GY Equity,DNB NO Equity,EBS AV Equity,FBK IM Equity,GLE FP Equity,HSBA LN Equity,INGA NA Equity,INVP LN Equity,ISP IM Equity,JYSK DC Equity,KBC BB Equity,LLOY LN Equity,NDA FH Equity,NWG LN Equity,PEO PW Equity,PKO PW Equity,RBI AV Equity,RILBA DC Equity,SAB SQ Equity,SAN SQ Equity,SB1NO NO Equity,SEBA SS Equity,SHBA SS Equity,SPL PW Equity,STAN LN Equity,SWEDA SS Equity,SYDB DC Equity,UCG IM Equity
10/5/2022,7.6323,8.588,2.7,160.5,2.752,147.62,4.82,0.1323,96.55,45.7,28.84,7.15,5.89,4.9300342,44.115,1.6485,3.44,3.421,7.352,72.0,91.5,7.934,177.0,23.99,13.06,21.14,472.4,9.22,384.6,1.7412,394.6,49.76,42.855,8.877,228.9,61.5,22,12.96,805,0.7088,2.5755,102.2,108.55,93.2,199.5,582.6,146.95,201.2,10.808
10/6/2022,7.5875,8.516,2.67,165.8,2.65,144.8,4.7995,0.1315,95.85,45.48,28.03,7.246,5.73,4.66852985,43.635,1.598,3.302,3.377,7.35,71.9,92.62,7.867,174.05,23.57,12.61,21.115,471.3,9.101,389.2,1.7122,388.2,48.31,42.53,8.817,229.6,62.7,22.11,12.84,816,0.7008,2.55,100.8,107.8,91.72,197.8,573.6,144.75,203.8,10.666
10/7/2022,7.6074,8.465,2.736,156.45,2.665,143.48,4.62,0.1262,95.95,45.04,27.65,7.204,5.772,4.74562675,43.615,1.6085,3.274,3.392,7.38,71.4,92.4,7.822,174.1,23.83,12.39,21.305,467.0,8.995,392.1,1.7056,379.1,47.49,42.68,8.775,229.5,63.88,22.2,12.65,796,0.7152,2.5265,100.1,107.4,91.12,195.4,577.0,143.05,200.4,10.708
10/10/2022,7.4945,8.435,2.806,159.85,2.715,143.24,4.62,0.125,93.25,44.6,27.66,7.264,5.742,4.68311575,43.785,1.619,3.28,3.351,7.394,70.65,91.5,7.964,176.3,23.53,12.405,21.555,462.75,8.905,393.2,1.7076,376.8,47.83,42.19,8.747,227.6,63.28,21.47,12.27,789,0.718,2.4985,101.8,106.0,90.3,191.7,569.8,141.9,200.2,10.896
10/11/2022,7.365,8.332,2.826,162.35,2.678,140.16,4.5775,0.1273,95.15,44.16,27.54,7.148,5.77,4.8425188,42.765,1.5995,3.258,3.331,7.162,71.1,92.42,7.778,176.1,23.39,12.4,21.365,454.5,8.828,394.3,1.6954,374.9,47.78,41.495,8.735,221.6,65.0,21.7,12.3,785,0.7156,2.458,101.8,105.75,90.82,194.5,547.6,142.55,198.6,10.714
10/12/2022,7.3068,8.26,2.782,152.4,2.68,135.68,4.583,0.1275,94.1,44.58,26.92,7.146,5.74,5.3301046,42.345,1.587,3.254,3.345,7.246,70.0,93.8,7.788,175.6,23.6,11.925,21.23,449.05,8.803,381.6,1.6754,380.1,47.22,39.09,8.753,212.4,66.0,22.1,12.54,789,0.7108,2.4165,101.6,106.05,91.26,196.0,538.6,143.45,202.2,10.688
10/13/2022,7.5277,8.432,2.922,154.55,2.766,142.54,4.721,0.1327,90.25,45.58,27.67,7.5,5.852,3.56354374,43.44,1.6265,3.318,3.377,7.59,68.6,94.9,8.36,177.7,24.43,12.44,22.055,459.25,9.082,398.2,1.7064,382.9,47.9,41.77,8.818,228.7,65.14,21.88,13.03,792,0.7336,2.497,102.4,106.85,91.9,197.2,551.4,145.2,204.8,10.93
10/14/2022,7.5775,8.537,2.89,155.2,2.787,142.82,4.7465,0.1354,90.7,46.02,27.93,7.638,5.846,2.062863,44.06,1.654,3.344,3.325,7.656,66.55,95.86,8.611,178.4,24.37,12.365,22.215,458.8,9.233,396.7,1.7124,383.7,48.34,42.45,8.913,228,67.34,22.54,13.04,818,0.7422,2.5305,103.4,108.65,92.6,207.8,541.6,147.55,208.0,11.052
10/17/2022,7.639,8.66,2.954,157.55,2.839,145.4,4.858,0.1364,91.3,46.98,28.36,7.724,5.926,2.0075,45.38,1.6895,3.394,3.397,7.774,68.6,96.96,8.63,178.0,24.74,12.73,22.5,471.25,9.396,416.4,1.743,389.1,49.49,42.67,9.097,233.3,68.14,22.93,13.15,829,0.7508,2.5665,103.5,111.1,94.92,211.0,555.4,149.95,211.0,11.194
10/18/2022,7.8881,8.817,2.844,176.5,2.836,147.5,4.9435,0.1308,89.9,46.94,28.73,7.588,5.99,2.01,46.17,1.7005,3.492,3.424,7.932,68.8,100.0,8.853,182.9,24.63,12.715,22.745,465.75,9.477,412.8,1.8028,404.0,49.42,42.605,9.216,236.7,72.1,23.73,13.21,849,0.7568,2.621,107.1,113.55,97.24,223.0,558.4,153.75,217.4,11.354
10/19/2022,7.9296,8.841,2.918,186.7,2.837,144.3,4.965,0.133,87.65,46.76,28.75,7.4,6.026,2.003,45.915,1.713,3.498,3.405,7.89,68.95,101.05,8.887,186.0,24.61,12.69,22.535,474.0,9.539,416.9,1.7916,408.0,49.08,40.61,9.465,231.1,70.2,23.21,12.96,846,0.7524,2.6345,108.2,116.85,103.25,222.0,560.2,159.15,221.0,11.204
10/20/2022,7.9213,8.901,2.94,190.5,2.863,145.34,5.047,0.1349,87.9,46.86,28.58,7.438,6.234,2.009,46.395,1.7185,3.528,3.502,7.97,68.4,99.92,8.929,179.95,24.62,12.665,22.725,472.9,9.581,415.3,1.829,402.4,49.31,42.045,9.454,235,72.64,24.1,13.0,846,0.7866,2.6685,107.5,115.35,101.65,230.0,559.0,158.05,222.0,11.288
10/21/2022,7.9595,8.931,2.916,190.1,2.87,145.04,4.9995,0.1353,88.9,46.52,29.28,7.266,6.164,1.99,46.38,1.7415,3.544,3.5,8.054,68.3,100.5,8.896,176.9,24.53,12.84,22.625,477.85,9.68,421.4,1.8276,404.8,49.29,41.385,9.498,235.1,72.0,24.25,13.05,845,0.7896,2.658,107.2,116.0,103.4,233.0,567.0,159.05,224.0,11.446
10/24/2022,8.1172,9.021,2.93,193.65,2.906,148.94,5.189,0.1345,89.4,47.36,29.69,7.35,6.212,1.95,46.965,1.791,3.592,3.514,8.2,69.0,102.05,9.117,182.05,24.6,13.195,23.01,475.1,9.845,425,1.8558,413.8,50.1,42.54,9.637,240.5,73.1,24.52,13.04,866,0.7986,2.724,109,118.35,104.9,234.2,561.6,160.65,229.6,11.508
10/25/2022,8.1388,9.094,2.884,205,2.916,150.22,5.23,0.1434,90.85,47.54,30.5,7.27,6.196,1.9832,47.335,1.78,3.644,3.529,8.25,71.65,101.6,9.266,180.05,24.81,13.54,23.27,442.65,9.889,429,1.8646,409.6,51.08,42.975,9.821,244.4,73.06,24.49,13.3,871,0.7942,2.7385,107,119.75,103.55,233.0,554.4,161.2,228.6,11.52
10/26/2022,8.1637,9.092,2.878,209.1,2.894,149.82,5.221,0.1391,90.3,47.54,30.67,7.246,6.206,1.98,47.23,1.7825,3.602,3.572,8.258,72.65,102.05,9.377,180.8,24.81,13.65,23.265,443.95,9.896,436.1,1.8658,405.9,51.58,42.55,9.673,244.6,74.62,24.86,13.3,829,0.7924,2.649,107.3,115.3,102.0,239.8,526.0,157.3,229.6,12.016
10/27/2022,8.2268,9.144,2.876,220.5,3.025,150.26,5.258,0.1412,88.35,47.52,31.04,7.072,6.15,1.9618,47.4,1.833,3.62,3.54,8.302,71.55,114.35,9.856,181.85,25.15,13.67,23.275,450.15,9.928,442.5,1.9058,406.5,50.98,42.78,9.7,247.7,76.1,25.31,13.59,822,0.7742,2.625,107.6,117.2,102.4,239.4,535.8,160.55,228.8,12.312
10/28/2022,8.2949,9.137,2.958,224.1,3.06,146.44,5.246,0.1421,88.75,48.52,31.15,7.228,6.04,1.9302,47.285,1.845,3.64,3.291,8.28,71.7,121.0,9.826,182.25,25.17,13.745,22.925,442.2,9.931,439.4,1.9052,400.5,51.18,41.27,9.756,224.9,77.0,25.72,13.91,807,0.7812,2.658,104.2,117.9,103.3,241.0,519.6,167,227.6,12.258
10/31/2022,8.2667,9.186,2.93,220.5,3.061,147.76,5.209,0.1444,89.1,48.92,30.26,7.296,6.116,1.9098,47.495,1.8725,3.63,3.353,8.096,72.6,121.6,9.66,184.0,24.96,13.64,23.225,447.3,9.954,438.5,1.929,406.8,50.7,42.02,9.676,234.8,78.44,26.07,14.07,820,0.7956,2.622,105.8,116.5,102.65,254.2,520.2,164.65,229.6,12.548
